seed,snr,model_key,model,region,chunks,r2,rmse,mae,mean_residual,misses,false_alarms
43,-4,randomforest,RandomForest,all,1080,0.8763613368144151,95750.56650484288,80060.24217111128,-41955.36564624981,100,2
43,-4,conformer,Conformer,below,480,-6.234772116924553,217655.10448585812,199843.92612432333,199843.92612432333,0,399
43,-4,conformer,Conformer,near,60,-3.1439808465423717e+29,32637.741113979413,27849.314233333324,27849.314233333324,0,0
43,-4,conformer,Conformer,above,540,0.8904788566348125,59039.00457400818,49449.325800092585,24569.650819907398,7,0
43,-4,conformer,Conformer,all,1080,0.6917589906820205,151185.2459668141,115091.36974604185,102651.53225594928,7,399
43,-4,alexnet,AlexNet,below,480,-4.292894949797239,186167.15671544813,164214.08764776084,164214.08764776084,0,104
43,-4,alexnet,AlexNet,near,60,-7.097868605027348e+28,15507.583388445904,12718.077136250004,-5753.640714583345,39,0
43,-4,alexnet,AlexNet,above,540,0.8821180125531332,61251.08223552978,52871.57008291666,20226.152874305546,36,0
43,-4,alexnet,AlexNet,all,1080,0.7667947398701065,131502.30727462034,100126.3838369215,82777.46868534743,75,104
43,-4,ensemble__simple_equal,Equal ensemble,below,480,-2.444102364818523,150173.89816492997,125812.73947689276,124559.06201842055,0,1
43,-4,ensemble__simple_equal,Equal ensemble,near,60,-5.942290466091132e+29,44870.10500069863,43135.53677305559,-38549.14496805559,54,0
43,-4,ensemble__simple_equal,Equal ensemble,above,540,0.9224754449324257,49671.7754043389,40627.46356550926,-10786.83771211428,45,0
43,-4,ensemble__simple_equal,Equal ensemble,all,1080,0.8466858738135781,106624.07777106744,78626.92359321006,47824.5450983489,99,1
43,-4,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-4.005601812104895,181044.1842171066,159702.98855334133,159702.98855334133,0,41
43,-4,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-6.901238341905144e+28,15291.273658460626,12828.496445583676,-8224.613275962842,47,0
43,-4,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.9153186547781299,51913.93107525192,44626.731757306996,9534.293304580038,39,0
43,-4,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.7851997333374025,126206.46715203824,94005.16614933765,75289.32971622156,86,41
43,-8,randomforest,RandomForest,below,480,-0.010282658967307512,81335.07622122757,73335.73829947958,9624.595818333752,0,2
43,-8,randomforest,RandomForest,near,60,-6.938935259283206e+30,153329.79858432524,147327.66767583336,-139448.02587083334,54,0
43,-8,randomforest,RandomForest,above,540,0.6904329397862637,99258.43271065089,78511.22784814815,-76924.37967777778,45,0
43,-8,randomforest,RandomForest,all,1080,0.876304221712005,95772.68002433513,80034.14581694463,-41931.70424578685,99,2
43,-8,conformer,Conformer,below,480,-9.218375443759093,258670.77034249558,244232.32950974003,244232.32950974003,0,480
43,-8,conformer,Conformer,near,60,-1.6212820730130198e+30,74115.56739672928,71907.68402500001,71907.68402500001,0,0
43,-8,conformer,Conformer,above,540,0.890551949812558,59019.30030245507,48486.028404907396,39566.43565787036,0,0
43,-8,conformer,Conformer,all,1080,0.5713610285414117,178283.03917599088,136785.58754150482,132325.79116798632,0,480
43,-8,alexnet,AlexNet,below,480,-4.295780912540377,186217.90382702075,166459.91717250043,166459.91717250043,0,59
43,-8,alexnet,AlexNet,near,60,-7.2076312365760265e+28,15627.0293133905,11929.910342083336,-2352.5266520833443,37,0
43,-8,alexnet,AlexNet,above,540,0.9255308084177669,48683.11530339933,41973.72303384259,5484.852295601849,34,0
43,-8,alexnet,AlexNet,all,1080,0.7759949031339302,128882.26262148347,95631.8197237039,76593.91563268538,71,59
43,-8,ensemble__simple_equal,Equal ensemble,below,480,-3.029314977326428,162432.16681945336,140150.64143092054,140105.61416685805,0,2
43,-8,ensemble__simple_equal,Equal ensemble,near,60,-3.282300180322085e+29,33347.961829842236,31638.72820236114,-23297.622832638925,53,0
43,-8,ensemble__simple_equal,Equal ensemble,above,540,0.9410361091665719,43319.46742079488,35135.46015507716,-10624.36390810193,39,0
43,-8,ensemble__simple_equal,Equal ensemble,all,1080,0.8283765297184658,112811.2837682911,81614.61116918999,55662.66751829488,92,2
43,-8,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-4.996973403437143,198162.96424442076,179936.8680211984,179936.8680211984,0,287
43,-8,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-1.0432929850786215e+29,18801.10137200352,14076.705438283398,12150.306169427282,11,0
43,-8,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.941485247253381,43154.166124032134,36625.35603586481,9624.089253687787,11,0
43,-8,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.7518173768598355,135659.39847087426,99066.65855170299,85459.00297901136,22,287
43,-12,randomforest,RandomForest,below,480,-0.012444794240284107,81422.06348504557,73477.45026237021,9482.883855443126,0,2
