snr,fold,model,sample_id,method,randomized_layer,original_prediction,randomized_prediction,pearson_abs_map,cosine_abs_map,relative_l1_abs_map
-20,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,output,79069.3828125,890804.875,0.6198835041300804,0.6300994559314997,0.792473044511476
-20,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,output,400627.0,779855.125,0.6038044996899299,0.6306882740676457,0.7664739645144735
-20,2,cnntf_v2_gap,worst_prediction_val0065,integrated_gradients,output,-3305.293701171875,941166.0625,0.6455962732840688,0.6549745992347463,0.786414639772589
-20,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,output,83237.078125,895565.625,0.6161387520300613,0.6266094346264509,0.7929671342976268
-20,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,768269.8125,763507.4375,0.6144646660320056,0.6378525932329187,0.7745275875730014
-20,2,alexnet,near_onb_below_val0060,integrated_gradients,output,96833.0,421942.0,0.625911612380631,0.6347962945446632,0.7791344760434478
-20,2,alexnet,near_onb_above_val0120,integrated_gradients,output,416352.40625,439408.125,0.5899333151931772,0.6098153880565171,0.7642155532429389
-20,2,alexnet,worst_prediction_val0061,integrated_gradients,output,-8661.3134765625,414436.03125,0.6422855610025521,0.6516109275219139,0.7704790441267961
-20,2,alexnet,low_heatflux_val0180,integrated_gradients,output,140701.34375,417184.90625,0.6276453329676722,0.6367456432982509,0.7794037237730506
-20,2,alexnet,high_heatflux_val0300,integrated_gradients,output,729883.9375,437149.53125,0.5939358013789205,0.6199175848690245,0.7679870981723916
-20,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,output,258399.5625,-869046.4375,0.6546012673049633,0.667941214746208,0.7275283109662112
-20,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,output,505827.71875,-799189.375,0.604598262703251,0.6307599285878476,0.7334164130011378
-20,3,cnntf_v2_gap,worst_prediction_val0056,integrated_gradients,output,219828.03125,-897353.25,0.6698312994581055,0.679128402590125,0.7208380727990202
-20,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,output,196145.0625,-898961.5,0.6657578695116662,0.6748444069678904,0.7255950958264074
-20,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,758694.125,-717740.875,0.6421651678407557,0.661249596714334,0.7201239835806447
-20,3,alexnet,near_onb_below_val0180,integrated_gradients,output,236476.421875,488450.0625,0.622764534441242,0.6366312096401745,0.7890716946586788
-20,3,alexnet,near_onb_above_val0240,integrated_gradients,output,486308.875,443553.0625,0.6279080361996877,0.6457913195319659,0.7912327815363555
-20,3,alexnet,worst_prediction_val0016,integrated_gradients,output,209310.921875,462720.5,0.647990595363655,0.6568829066253395,0.7808596388947382
-20,3,alexnet,low_heatflux_val0000,integrated_gradients,output,126230.3515625,487609.5625,0.6293005098053036,0.6386041121886632,0.7842083720558761
-20,3,alexnet,high_heatflux_val0300,integrated_gradients,output,744267.6875,431723.0625,0.6434398222323214,0.6601559498178957,0.7760213704971743
